star_rating,review_body
1,"Best car charger I have ever used! One of the only chargers I've actually had charge my devices consisistantly. I use a lot of phablet style phones such as the Galaxy Note Series and the One Plus One so these are some power hungry phones, other car chargers just cause these devices to discharge slower or keep a charge while this charger actually provides a real charge to my devices."
0,Nice packaging but it leaves my screen grainy...
1,Works great and cheaper than the box stores.
1,These are amazing. I love everything about them.
1,Great Product
1,Good product.
1,"Overall I like this case. It keeps my phone safe from drops, but the bottom part of the case keeps falling off. It would be nice if there were a way for the two parts of the case to snap or click together to prevent this."
1,Just as expected. Get a lot more time out of my phone now!
1,Works great love it very much!
1,Great ear phones! Works well.
-1,It was an excellent charger until both USB ports came apart and are so loose it won't hold a USB plug to even charge. I might take it apart to see what's wrong since my return period is over. I popped the case open to find 18650 batteries inside. I only did one corner but judging the size of say there's maybe 6-8 of the puppies in there. It may not work at a phone charger anymore but hey. Free flashlight batteries. I'll keep updating this till I fix it or junk it. UPDATE: I have taken it apart to find 8 18650 batteries. I also found why it wasn't charging. Weak soldering that broke and only connected when I held it a certain way that connected the USB port to the mother board. I will update when I get home again and try to resolder the ports.
1,Works well with 4th generation iPad!
1,I've used their screen protectors before but is is my first experience with the glass screen protector. It fits nicely and was so easy to install.  No bubbles of course!
1,Cords work great have no complaints.
1,This phone mount is clean and looks like it belongs in the car. Not some ugly piece of plastic that serve no purpose. My only complaint is the suction cup. The mount tends to fall from the windshield often. This is can be frustrating when you're using your GPS
1,Works for its intended purpose.
-1,Not at all what I wanted. The quality but less than desired.
1,"This would be probably my fourth Anker product and there is a reason for it. The charger is at par with latest smartphone chargers. I own a OnePlus One and did a charge test. There is absolutely no noticeable difference between as far as charge time is concerned. Tested the ampere rating with app as well, they both perform quite similar. Bought it off a sale day at $8 bucks.  Pros: - Super quick charging i.e. Qualcomm Quick Charge 2.0 with 2A output - 3ft long powerful cable included which is ideal for most uses - Sub $10 price point"
1,I have the S5 apparently bought the wrong case =(
-1,"These come pre-impreganated with dust. Once installed, the cover shimmers rainbow colors. I opted to leave my screen unprotected rather than use these. If these were condoms, then I'd have dozens of children by now."
1,Protects your screen from scratches while giving it that smooth glass feeling. I'll never go back to plastic screen protectors.
1,Great quality. Very easy to install.
1,"Charges 2 5s's at the same time easily. Nice and low profile, was a lot smaller than most others I saw in the store."
1,Fit perfectly
1,These are the best! Super sturdy and truly waterproof. Tons better than my current case.
1,It works. Period.
-1,"I am amazed. This cord is perfect. First, the length. I am able to use my device in bed, use it on the couch in any comfortable position, and best of all charge my device without any faulty wiring.   The cord (10 ft) I bought is beautiful. It is nearly identical to the shipped 30-pin cords that come with iDevices. The connection from the charging end to the port on my device is firm and fixated yet not so much that its a struggle to unplug. Storage is nice because the cord coils up into a nice circle, making a comfortable width of about a soda can.  The best part of this buy is that the price was around ten dollars (including shipping). TEN DOLLARS. The quality of this accessory is so akin to the stock cords that I can hardly believe it. I will absolutely be buying more.  UPDATE: It's been about one month. The cord has ceased to charge my device. I had to buy yet another 30-pin cord. I'm asking for a refund."
1,Nice value. Protects the screen well. Delivered quickly.
1,"Works nicely with the 15000mAh version and keeps it clean and protected. The case is a little bit longer which works out well as you can plug in the cable and zip it up with only the wire poking out. The mesh pocket is handy to hold the USB cables and user's manual. The zipper could be beefier, but then again, I haven't had any problems with it yet."
